account_type,institution,source_description,description,amount,transaction_type,matched_transaction_type_rule_id
checking,Wells Fargo,BILL PAY AMERICAN EXPRESS ON-LINE <ACCOUNT> ON 02-17,BILL PAY AMERICAN EXPRESS ON-LINE <ACCOUNT> ON 02-17,-0.01,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 02-17,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 02-17,-250,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY PPL ELECTRIC UTILITIES ON-LINE <ACCOUNT> ON 02-17,BILL PAY PPL ELECTRIC UTILITIES ON-LINE <ACCOUNT> ON 02-17,-256.8,bill_payment,BILLPAY_001
checking,Wells Fargo,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,-178.73,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/16 GIANT 6287 BLOOMSBURG PA P306047860291419 CARD 1732,GIANT 6287 BLOOMSBURG PA P306047860291419 CARD 1732,-11.65,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/16 GIANT 6287 BLOOMSBURG PA P306048002242850 CARD 1732,GIANT 6287 BLOOMSBURG PA P306048002242850 CARD 1732,-32.2,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/16 GIANT FUEL 6287 BLOOMSBURG PA P346047850191553 CARD 1732,GIANT FUEL 6287 BLOOMSBURG PA P346047850191553 CARD 1732,-28.77,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/16 MED*GEISINGER <PHONE> PA S346047645564844 <SEXY_WIFE>,MED*GEISINGER <PHONE> PA S346047645564844 <SEXY_WIFE>,-30,purchase,WD_001
checking,Wells Fargo,PWP MUSIKA LESS PRIVACYCOM TN: 1631756 <HUSBAND>,PWP MUSIKA LESS PRIVACYCOM TN: 1631756 <HUSBAND>,-165,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/19 GIANT 6262 DANVILLE PA P586050465629736 CARD 1732,GIANT 6262 DANVILLE PA P586050465629736 CARD 1732,-19.87,purchase,WD_001
checking,Wells Fargo,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6101576 <HUSBAND>,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6101576 <HUSBAND>,2752.87,deposit,PAYROLL_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/18 BURGER KING #1734 DANVILLE PA S346049838331040 CARD 1732,BURGER KING #1734 DANVILLE PA S346049838331040 CARD 1732,-18.49,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/19 MED*GEISINGER PHAR <PHONE> PA S306050551374398 CARD 1732,MED*GEISINGER PHAR <PHONE> PA S306050551374398 CARD 1732,-70,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/20 SHEETZ 0372 DANVILLE PA S586051445953708 CARD 1732,SHEETZ 0372 DANVILLE PA S586051445953708 CARD 1732,-3.07,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/20 SQ *COLE'S HARDWAR DANVILLE PA S346051701010610 CARD 1732,SQ *COLE'S HARDWAR DANVILLE PA S346051701010610 CARD 1732,-27.32,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/21 GIANT 6262 DANVILLE PA P306052764106847 CARD 1732,GIANT 6262 DANVILLE PA P306052764106847 CARD 1732,-90.13,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/21 SQ *COLE'S HARDWAR DANVILLE PA S356052632954419 CARD 1732,SQ *COLE'S HARDWAR DANVILLE PA S356052632954419 CARD 1732,-5.29,purchase,WD_001
checking,Wells Fargo,PWP NETFLIX PRIVACYCOM TN: 1417240 <HUSBAND>,PWP NETFLIX PRIVACYCOM TN: 1417240 <HUSBAND>,-19.07,purchase,WD_001
checking,Wells Fargo,RECURRING PAYMENT AUTHORIZED ON 02/20 PALLADIUM IBIZA ESP S356051323016468 CARD 1732,PALLADIUM IBIZA ESP S356051323016468 CARD 1732,-395.33,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/23 MCDONALD'S <ID> DANVILLE PA S586054535957285 <SEXY_WIFE>,MCDONALD'S <ID> DANVILLE PA S586054535957285 <SEXY_WIFE>,-8.77,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/23 MED*GEISINGER <PHONE> PA S346054490870950 <SEXY_WIFE>,MED*GEISINGER <PHONE> PA S346054490870950 <SEXY_WIFE>,-40,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/24 GIANT 6262 DANVILLE PA P586055447101530 CARD 1732,GIANT 6262 DANVILLE PA P586055447101530 CARD 1732,-28.27,purchase,WD_001
checking,Wells Fargo,CHECK,CHECK,-110,check,CHECK_001
checking,Wells Fargo,GEISINGER PAYROLL PR <DATECODE> <ID> MARGARET KNOWLES-TUCHM,GEISINGER PAYROLL PR <DATECODE> <ID> MARGARET KNOWLES-TUCHM,2548.75,deposit,PAYROLL_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/26 MED*GEISINGER <PHONE> PA S346057469010759 CARD 1732,MED*GEISINGER <PHONE> PA S346057469010759 CARD 1732,-10,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 02/27 GIANT FUEL 6262 DANVILLE PA P386058684209246 CARD 1732,GIANT FUEL 6262 DANVILLE PA P386058684209246 CARD 1732,-30.47,purchase,WD_001
checking,Wells Fargo,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 03-02,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 03-02,-250,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY NEW CRV LOAN AM HERITAGE CU ON-LINE <ACCOUNT> ON 03-02,BILL PAY NEW CRV LOAN AM HERITAGE CU ON-LINE <ACCOUNT> ON 03-02,-550,bill_payment,BILLPAY_001
checking,Wells Fargo,PWP EARTHLINK L PRIVACYCOM TN: 8938728 <HUSBAND>,PWP EARTHLINK L PRIVACYCOM TN: 8938728 <HUSBAND>,-15.06,purchase,WD_001
checking,Wells Fargo,T-MOBILE PCS SVC <DATECODE> 0609710 <HUSBAND>,T-MOBILE PC S SVC <DATECODE> 0609710 <HUSBAND>,-296.93,purchase,WD_001
checking,Wells Fargo,BILL PAY SERVICE ELECTRIC CABLEVISION ON-LINE <ACCOUNT> ON 03-03,BILL PAY SERVICE ELECTRIC CABLEVISION ON-LINE <ACCOUNT> ON 03-03,-270,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 03-03,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 03-03,-208.16,bill_payment,BILLPAY_001
checking,Wells Fargo,PROTECTIVE LIFE INS. PREM. <DATECODE> WC1Z02468012 MARGARET KNOWLES-TUCHM,PROTECTIVE LIFE INS. PREM. <DATECODE> WC1Z02468012 MARGARET KNOWLES-TUCHM,-42.7,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/02 GIANT 6287 BLOOMSBURG PA P346062090749531 CARD 1732,GIANT 6287 BLOOMSBURG PA P346062090749531 CARD 1732,-42.02,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/02 MED*GEISINGER <PHONE> PA S356061434635722 CARD 1732,MED*GEISINGER <PHONE> PA S356061434635722 CARD 1732,-30,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/02 MED*GEISINGER PHAR <PHONE> PA S306061835305486 <SEXY_WIFE>,MED*GEISINGER PHAR <PHONE> PA S306061835305486 <SEXY_WIFE>,-24.8,purchase,WD_001
checking,Wells Fargo,AMEX EPAYMENT ACH PMT <DATECODE> <ID> <SEXY_WIFE>,AMEX EPAYMENT ACH PMT <DATECODE> <ID> <SEXY_WIFE>,-427.52,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/03 TST*GALERA DOS <PHONE> PA S586063005743480 CARD 1732,TST*GALERA DOS <PHONE> PA S586063005743480 CARD 1732,-27.71,purchase,WD_001
checking,Wells Fargo,BILL PAY WF MORTGAGE ON-LINE 0495334XXX ON 03-05,BILL PAY WF MORTGAGE ON-LINE 0495334XXX ON 03-05,-2300,bill_payment,BILLPAY_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/05 GIANT 6262 DANVILLE PA P586064856328001 CARD 1732,GIANT 6262 DANVILLE PA P586064856328001 CARD 1732,-39.99,purchase,WD_001
checking,Wells Fargo,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6129914 <HUSBAND>,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6129914 <HUSBAND>,2752.89,deposit,PAYROLL_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/05 MED*GEISINGER <PHONE> PA S356064701109606 CARD 1732,MED*GEISINGER <PHONE> PA S356064701109606 CARD 1732,-10,purchase,WD_001
checking,Wells Fargo,BARCLAYCARD US CREDITCARD <ID> <HUSBAND>,BARCLAYCARD US CREDITCARD <ID> <HUSBAND>,-498,purchase,WD_001
checking,Wells Fargo,SOFI BANK PL PL PYMT <DATECODE> T77936831 <HUSBAND>,SOFI BANK PL PL PYMT <DATECODE> T77936831 <HUSBAND>,-1488.41,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/09 GIANT 6287 BLOOMSBURG PA P306069064584470 CARD 1732,GIANT 6287 BLOOMSBURG PA P306069064584470 CARD 1732,-66.48,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/11 GIANT FUEL 6262 DANVILLE PA P586070649315574 CARD 1732,GIANT FUEL 6262 DANVILLE PA P586070649315574 CARD 1732,-32.3,purchase,WD_001
checking,Wells Fargo,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6146794 <HUSBAND>,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6146794 <HUSBAND>,6704.09,deposit,PAYROLL_001
checking,Wells Fargo,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 03-13,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 03-13,-112.04,bill_payment,BILLPAY_001
checking,Wells Fargo,GEISINGER PAYROLL PR <DATECODE> <ID> MARGARET KNOWLES-TUCHM,GEISINGER PAYROLL PR <DATECODE> <ID> MARGARET KNOWLES-TUCHM,2377.55,deposit,PAYROLL_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/12 MED*GEISINGER <PHONE> PA S586071434345110 <SEXY_WIFE>,MED*GEISINGER <PHONE> PA S586071434345110 <SEXY_WIFE>,-30,purchase,WD_001
checking,Wells Fargo,AGENCY INSURANCE <ID> <DATECODE> 260314163604XEP <HUSBAND>,AGENCY INSURANCE <ID> <DATECODE> 260314163604XEP <HUSBAND>,-436.38,purchase,WD_001
checking,Wells Fargo,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 03-16,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 03-16,-250,bill_payment,BILLPAY_001
checking,Wells Fargo,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,FIDELITY FPRS <DATECODE> 82831 <ACCOUNT> MARGARET KNOWLES-TUCHM,-178.73,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/13 CVS/PHARMACY #0158 DANVILLE PA S386072581612284 <SEXY_WIFE>,CVS/PHARMACY #0158 DANVILLE PA S386072581612284 <SEXY_WIFE>,-5.28,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/14 WM SUPERCENTER #1794 BLOOMSBURG PA P000000657096444 <SEXY_WIFE>,WM SUPERCENTER #1794 BLOOMSBURG PA P000000657096444 <SEXY_WIFE>,-74.04,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/15 WAWA 8224 DANVILLE PA S356074617286024 CARD 1732,WAWA 8224 DANVILLE PA S356074617286024 CARD 1732,-3.19,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/15 WENDY'S 191-20 DANVILLE PA S346074747053271 <SEXY_WIFE>,WENDY'S 191-20 DANVILLE PA S346074747053271 <SEXY_WIFE>,-17.37,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/16 3745 GREAT CLIPS W DANVILLE PA S346075713376142 <SEXY_WIFE>,3745 GREAT CLIPS W DANVILLE PA S346075713376142 <SEXY_WIFE>,-22,purchase,WD_001
checking,Wells Fargo,PRIVACYCOM PWP MUSIKA LHNDVBBMFQO3ZFE <HUSBAND>,PRIVACYCOM PWP MUSIKA LHNDVBBMFQO3ZFE <HUSBAND>,-110,purchase,WD_001
checking,Wells Fargo,BARCLAYCARD US CREDITCARD <ID> <HUSBAND>,BARCLAYCARD US CREDITCARD <ID> <HUSBAND>,-1416.15,purchase,WD_001
checking,Wells Fargo,BILL PAY PPL ELECTRIC UTILITIES ON-LINE <ACCOUNT> ON 03-18,BILL PAY PPL ELECTRIC UTILITIES ON-LINE <ACCOUNT> ON 03-18,-232.43,bill_payment,BILLPAY_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/16 RED ROBIN - STROUD BARTONSVILLE PA S356076008927431 CARD 1732,RED ROBIN - STROUD BARTONSVILLE PA S356076008927431 CARD 1732,-127.12,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/18 GIANT 6262 DANVILLE PA P306077476114524 CARD 1732,GIANT 6262 DANVILLE PA P306077476114524 CARD 1732,-15.26,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/18 SQ *HUNTER'S DAIRY DANVILLE PA S306077805542707 CARD 1732,SQ *HUNTER'S DAIRY DANVILLE PA S306077805542707 CARD 1732,-39.75,purchase,WD_001
checking,Wells Fargo,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6162204 <HUSBAND>,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6162204 <HUSBAND>,2752.87,deposit,PAYROLL_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/19 SHAWNS LAWN AND EX SHAWNSLAWNAND PA S466078439566830 CARD 1732,SHAWNS LAWN AND EX SHAWNSLAWNAND PA S466078439566830 CARD 1732,-75,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/20 WEIS MARKETS 01 DANVILLE PA P000000451423115 CARD 1732,WEIS MARKETS 01 DANVILLE PA P000000451423115 CARD 1732,-132.28,purchase,WD_001
checking,Wells Fargo,PURCHASE WITH CASH BACK $ 20.00 AUTHORIZED ON 03/20 GIANT 6262 DANVILLE PA P466079438984687 CARD 1732,PURCHASE WITH CASH BACK $ 20.00 AUTHORIZED ON 03/20 GIANT 6262 DANVILLE PA P466079438984687 CARD 1732,-31.63,purchase,WD_001
checking,Wells Fargo,CHECK,CHECK,-108,check,CHECK_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/21 SUNOCO <ID> ORANGEVILLE PA P000000953900719 CARD 1732,SUNOCO <ID> ORANGEVILLE PA P000000953900719 CARD 1732,-8.86,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/23 GIANT 6287 BLOOMSBURG PA P586082795379451 CARD 1732,GIANT 6287 BLOOMSBURG PA P586082795379451 CARD 1732,-86,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/23 GIANT FUEL 6287 BLOOMSBURG PA P386082799766766 CARD 1732,GIANT FUEL 6287 BLOOMSBURG PA P386082799766766 CARD 1732,-40.25,purchase,WD_001
checking,Wells Fargo,PRIVACYCOM PWP NETFLI RRR0W1DGVVQAW9X <HUSBAND>,PRIVACYCOM PWP NETFLI RRR0W1DGVVQAW9X <HUSBAND>,-19.07,purchase,WD_001
checking,Wells Fargo,RECURRING PAYMENT AUTHORIZED ON 03/20 PALLADIUM IBIZA ESP S466079315030525 CARD 1732,PALLADIUM IBIZA ESP S466079315030525 CARD 1732,-395.33,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/23 MED*GEISINGER <PHONE> PA S386082540111604 CARD 1732,MED*GEISINGER <PHONE> PA S386082540111604 CARD 1732,-10,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/23 MED*GEISINGER <PHONE> PA S466082715641031 <SEXY_WIFE>,MED*GEISINGER <PHONE> PA S466082715641031 <SEXY_WIFE>,-30,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/23 PET SUPPLIES PLUS BLOOMSBURG PA S346082773169293 <SEXY_WIFE>,PET SUPPLIES PLUS BLOOMSBURG PA S346082773169293 <SEXY_WIFE>,-60.32,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/24 WAL-MART #1794 BLOOMSBURG PA P000000252578467 CARD 1732,WAL-MART #1794 BLOOMSBURG PA P000000252578467 CARD 1732,-29.14,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/24 MED*GEISINGER <PHONE> PA S356083614132514 CARD 1732,MED*GEISINGER <PHONE> PA S356083614132514 CARD 1732,-10,purchase,WD_001
checking,Wells Fargo,CHECK,CHECK,-250,check,CHECK_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/26 STEVE SHANNON #0 613 MONT DANVILLE PA P346085765325077 <SEXY_WIFE>,STEVE SHANNON #0 613 MONT DANVILLE PA P346085765325077 <SEXY_WIFE>,-114.36,purchase,WD_001
checking,Wells Fargo,GEISINGER PAYROLL PR <DATECODE> <ID> MARGARET KNOWLES-TUCHM,GEISINGER PAYROLL PR <DATECODE> <ID> MARGARET KNOWLES-TUCHM,2483.43,deposit,PAYROLL_001
checking,Wells Fargo,M.I.T. FCU TRANSFER <DATECODE> 89947 MICHAEL FREDRIC TUCHMA,M. I. T. FCU TRANSFER <DATECODE> 89947 MICHAEL FREDRIC TUCHMA,-445.61,transfer,TRANSFER_001
checking,Wells Fargo,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 03-30,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 03-30,-250,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY DISCOVER CARD ON-LINE <ACCOUNT> ON 03-30,BILL PAY DISCOVER CARD ON-LINE <ACCOUNT> ON 03-30,-25,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY NEW CRV LOAN AM HERITAGE CU ON-LINE <ACCOUNT> ON 03-30,BILL PAY NEW CRV LOAN AM HERITAGE CU ON-LINE <ACCOUNT> ON 03-30,-550,bill_payment,BILLPAY_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/28 MTA*NYCT PAYGO NEW YORK NY S346087770388137 CARD 1732,MTA*NYCT PAYGO NEW YORK NY S346087770388137 CARD 1732,-3,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/28 MTA*NYCT PAYGO NEW YORK NY S586088064127348 CARD 1732,MTA*NYCT PAYGO NEW YORK NY S586088064127348 CARD 1732,-3,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/28 STEVE SHANNON #0 613 MONT DANVILLE PA P306087477216701 CARD 1732,STEVE SHANNON #0 613 MONT DANVILLE PA P306087477216701 CARD 1732,-445.08,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/29 CARVEL #0721 FAIR LAWN NJ S466088722838772 CARD 1732,CARVEL #0721 FAIR LAWN NJ S466088722838772 CARD 1732,-7.34,purchase,WD_001
checking,Wells Fargo,PURCHASE WITH CASH BACK $ 60.00 AUTHORIZED ON 03/30 GIANT 6262 DANVILLE PA P466089601324969 <SEXY_WIFE>,PURCHASE WITH CASH BACK $ 60.00 AUTHORIZED ON 03/30 GIANT 6262 DANVILLE PA P466089601324969 <SEXY_WIFE>,-150.44,purchase,WD_001
checking,Wells Fargo,PWP EARTHLINK LL PRIVACYCOM 6PUVEKBZA2STVM6 <HUSBAND>,PWP EARTHLINK LL PRIVACYCOM 6PUVEKBZA2STVM6 <HUSBAND>,-21.06,purchase,WD_001
checking,Wells Fargo,INSTAMED ROTECH HEA <ID> <HUSBAND>,INSTAMED ROTECH HEA <ID> <HUSBAND>,-18.5,purchase,WD_001
checking,Wells Fargo,BILL PAY AMERICAN EXPRESS ON-LINE <ACCOUNT> ON 04-01,BILL PAY AMERICAN EXPRESS ON-LINE <ACCOUNT> ON 04-01,-150,bill_payment,BILLPAY_001
checking,Wells Fargo,CHECK,CHECK,-111.25,check,CHECK_001
checking,Wells Fargo,PROTECTIVE LIFE INS. PREM. <DATECODE> WC1Z02468012 MARGARET KNOWLES-TUCHM,PROTECTIVE LIFE INS. PREM. <DATECODE> WC1Z02468012 MARGARET KNOWLES-TUCHM,-42.7,purchase,WD_001
checking,Wells Fargo,PURCHASE WITH CASH BACK $ 50.00 AUTHORIZED ON 04/01 WEIS MARKETS 01 DANVILLE PA P000000051188934 CARD 1732,PURCHASE WITH CASH BACK $ 50.00 AUTHORIZED ON 04/01 WEIS MARKETS 01 DANVILLE PA P000000051188934 CARD 1732,-69,purchase,WD_001
checking,Wells Fargo,PURCHASE WITH CASH BACK $ 60.00 AUTHORIZED ON 04/01 GIANT 6262 DANVILLE PA P306091605031648 CARD 1732,PURCHASE WITH CASH BACK $ 60.00 AUTHORIZED ON 04/01 GIANT 6262 DANVILLE PA P306091605031648 CARD 1732,-75.06,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 03/31 WENDY'S 191-20 DANVILLE PA S346091003928184 CARD 1732,WENDY'S 191-20 DANVILLE PA S346091003928184 CARD 1732,-27.84,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/01 3745 GREAT CLIPS W DANVILLE PA S586091582936557 CARD 1732,3745 GREAT CLIPS W DANVILLE PA S586091582936557 CARD 1732,-22,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/02 GIANT FUEL 6262 DANVILLE PA P356092768918120 CARD 1732,GIANT FUEL 6262 DANVILLE PA P356092768918120 CARD 1732,-43.39,purchase,WD_001
checking,Wells Fargo,T-MOBILE PCS SVC <DATECODE> 1284626 <HUSBAND>,T-MOBILE PC S SVC <DATECODE> 1284626 <HUSBAND>,-279.08,purchase,WD_001
checking,Wells Fargo,VENMO PAYMENT <DATECODE> <ID> <HUSBAND>,VENMO PAYMENT <DATECODE> <ID> <HUSBAND>,-40,purchase,WD_001
checking,Wells Fargo,BILL PAY SERVICE ELECTRIC CABLEVISION ON-LINE <ACCOUNT> ON 04-03,BILL PAY SERVICE ELECTRIC CABLEVISION ON-LINE <ACCOUNT> ON 04-03,-270,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 04-03,BILL PAY UGI PENN NATURAL GAS ON-LINE <ACCOUNT> ON 04-03,-147.02,bill_payment,BILLPAY_001
checking,Wells Fargo,AMEX EPAYMENT ACH PMT <DATECODE> <ID> <SEXY_WIFE>,AMEX EPAYMENT ACH PMT <DATECODE> <ID> <SEXY_WIFE>,-282.86,purchase,WD_001
checking,Wells Fargo,BILL PAY WF MORTGAGE ON-LINE 0495334XXX ON 04-06,BILL PAY WF MORTGAGE ON-LINE 0495334XXX ON 04-06,-2300,bill_payment,BILLPAY_001
checking,Wells Fargo,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6207411 <HUSBAND>,GLAXOSMITHKLINE PAYROLL <DATECODE> SR-6207411 <HUSBAND>,3267.18,deposit,PAYROLL_001
checking,Wells Fargo,MOBILE DEPOSIT : REF NUMBER :<ID>,MOBILE DEPOSIT : REF NUMBER :<ID>,50,deposit,DEP_001
checking,Wells Fargo,MOBILE DEPOSIT : REF NUMBER :<ID>,MOBILE DEPOSIT : REF NUMBER :<ID>,12.74,deposit,DEP_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/03 SQ *HUNTER'S DAIRY DANVILLE PA S356093803775364 CARD 1732,SQ *HUNTER'S DAIRY DANVILLE PA S356093803775364 CARD 1732,-8.25,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/04 RUYEE RESTAURANT DANVILLE PA S586094862944759 CARD 1732,RUYEE RESTAURANT DANVILLE PA S586094862944759 CARD 1732,-29.98,purchase,WD_001
checking,Wells Fargo,PURCHASE WITH CASH BACK $ 60.00 AUTHORIZED ON 04/06 GIANT 6262 DANVILLE PA P386096419618523 CARD 1732,PURCHASE WITH CASH BACK $ 60.00 AUTHORIZED ON 04/06 GIANT 6262 DANVILLE PA P386096419618523 CARD 1732,-87.72,purchase,WD_001
checking,Wells Fargo,APEX CRD SRVS WEB PAYMNT <DATECODE> <ID> BHG,APEX CRD SRVS WEB PAYMNT <DATECODE> <ID> BHG,-125,purchase,WD_001
checking,Wells Fargo,SOFI BANK PL PL PYMT <DATECODE> T80028827 <HUSBAND>,SOFI BANK PL PL PYMT <DATECODE> T80028827 <HUSBAND>,-1488.41,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/06 365 VEND TROY MI S306097002769212 CARD 1732,365 VEND TROY MI S306097002769212 CARD 1732,-3,purchase,WD_001
checking,Wells Fargo,BENEFIT PAYMENT EDI PYMNTS <ID> <HUSBAND>,BENEFIT PAYMENT EDI PYMNTS <ID> <HUSBAND>,584.6,deposit,DEP_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/08 MED*GEISINGER <PHONE> PA S386098712860969 CARD 1732,MED*GEISINGER <PHONE> PA S386098712860969 CARD 1732,-10,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/08 TST*GALERA DOS <PHONE> PA S306098817611267 CARD 1732,TST*GALERA DOS <PHONE> PA S306098817611267 CARD 1732,-45.36,purchase,WD_001
checking,Wells Fargo,PURCHASE WITH CASH BACK $ 40.00 AUTHORIZED ON 04/09 GIANT 6287 BLOOMSBURG PA P346099711434030 CARD 1732,PURCHASE WITH CASH BACK $ 40.00 AUTHORIZED ON 04/09 GIANT 6287 BLOOMSBURG PA P346099711434030 CARD 1732,-67.13,purchase,WD_001
checking,Wells Fargo,CHECK,CHECK,-200,check,CHECK_001
checking,Wells Fargo,GEISINGER PAYROLL PR <DATECODE> <ID> MARGARET KNOWLES-TUCHM,GEISINGER PAYROLL PR <DATECODE> <ID> MARGARET KNOWLES-TUCHM,2581.94,deposit,PAYROLL_001
checking,Wells Fargo,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 04-13,BILL PAY CITIBANK CREDIT ON-LINE <ACCOUNT> ON 04-13,-250,bill_payment,BILLPAY_001
checking,Wells Fargo,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 04-13,BILL PAY VEOLIA WATER ON-LINE <ACCOUNT> ON 04-13,-115,bill_payment,BILLPAY_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/11 APPLEBEES 9278 BLOOMSBURG PA S346101847919549 CARD 1732,APPLEBEES 9278 BLOOMSBURG PA S346101847919549 CARD 1732,-11.5,purchase,WD_001
checking,Wells Fargo,PURCHASE AUTHORIZED ON 04/11 EUROPEAN WAX CENTE WILKES BARRE PA S306101610555781 <SEXY_WIFE>,EUROPEAN WAX CENTE WILKES BARRE PA S306101610555781 <SEXY_WIFE>,-73,purchase,WD_001
